rating,predicted_score,review_text
4,5,good excellent
4,5,i know how to send and chat
4,2,this is a best chat app ever but it has a glitch like sometimes ai assistants only texts some words and it will stop but when i text again then the message will be proper even if i ask a simple question and this even several ai assistants about this glitch i talked to whatsapp support but it never helped please fix this glitch
2,1,because i download whatsapp in two days only use because app is otomatically deleted
1,1,this is more help full for chating
5,5,i love the app its interesting 
1,1,delay on receiving codes
5,5,i need help my whatsapp not working
5,1,whatapp is not download
5,5,mst h bhai
4,1,not able to login
5,5,good app for chatting
3,1,palese add a feature search history number i wanna search history total number
1,1,sometimes it just stop opening i will have to uninstall and install again i cant keep doing that whatsapp business dont behave like this im tired of whatsapp messenger it keeps misbehaving
5,5,contact good
5,5,this app is good but when you want to update its hard
4,5,its awesome
5,1,cant access my account please help
1,1,when posting in statusvideo or picture quality too lowi hope you can fix it fix it oi
5,5,now it is in our life 
5,5,verry good thank you
5,5,it useful so much help to send message video call and other
1,1,there is no way to get rid of the annoying meta ai button
2,1,what happens to my whatsapp numbers not verifed
5,5,i really like this app in anytime i us it
1,1,it wont download onmy phone
4,4,whatsapp wouldnt download  past cutoff date 2511 ai help was good  prompt used google info  did 6 steps a message said it thought i was a child  i moved my screenshots onto the sd card uninstalled kindleits a big app changed playstore email to one i first made and reset family info and payment info reset location on my ph went back to most used gmail acc and changedupdated my password cleared play services app cache waited til early am less internet users  app downloaded
5,5,whatsapp is a very good app
3,5,good and save
2,5,idk why whatsapp is consuming more storage space in just 3 5 images 10gb storage is full with just one chat 
5,5,its very nice 1000
5,5,it wa a awesome app
5,5,100 nice im enjoying using this app
1,1,whatsapp used to be good now they are slowly takingc away user friendly features and pushing in ai and other unnecessary features like channels i do not understand why channels are even a thing in a private messaging app you cannot disable channels and are just stuck with it for some reason recently many vulgar chats are appearing in whatsapp this is very harmful as many users are underage even if they are not nobody appreciates seeing such vulgar content
